param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
66,0.003,0.,0.003,0.414,0.,0.414
67,0.003,0.,0.003,0.43,0.,0.43
68,0.005,0.,0.005,0.425,0.,0.424
69,0.003,0.,0.003,0.443,0.,0.443
70,0.003,0.,0.003,0.457,0.,0.456
71,0.005,0.,0.005,0.478,0.,0.477
72,0.003,0.,0.003,0.486,0.,0.486
73,0.004,0.,0.004,0.511,0.,0.511
74,0.004,0.,0.004,0.553,0.,0.553
75,0.004,0.,0.004,0.557,0.,0.556
76,0.004,0.,0.004,0.556,0.,0.556
77,0.004,0.,0.004,0.574,0.,0.574
78,0.004,0.,0.004,0.588,0.,0.587
79,0.005,0.,0.005,0.605,0.,0.605
80,0.004,0.,0.004,0.62,0.,0.62
81,0.004,0.,0.004,0.658,0.,0.658
82,0.004,0.,0.004,0.703,0.,0.703
83,0.004,0.,0.004,0.698,0.,0.698
84,0.004,0.,0.004,0.691,0.,0.691
85,0.004,0.,0.004,0.727,0.,0.727
86,0.004,0.,0.004,0.746,0.,0.745
87,0.004,0.,0.004,0.789,0.001,0.785
88,0.004,0.,0.004,0.835,0.,0.835
89,0.004,0.,0.004,0.817,0.,0.817
90,0.004,0.,0.004,0.822,0.,0.821
91,0.004,0.,0.004,0.858,0.,0.858
92,0.004,0.,0.004,0.902,0.,0.902
93,0.005,0.,0.005,0.968,0.,0.968
94,0.005,0.,0.004,0.949,0.,0.949
95,0.004,0.,0.004,0.962,0.,0.962
96,0.005,0.,0.005,0.99,0.,0.99
97,0.005,0.,0.005,1.071,0.,1.07
98,0.005,0.,0.005,1.068,0.,1.068
99,0.005,0.001,0.004,1.059,0.,1.059
100,0.005,0.,0.005,1.115,0.,1.115
110,0.005,0.,0.005,1.552,0.009,1.543
120,0.006,0.,0.006,1.807,0.002,1.803
130,0.006,0.,0.006,2.21,0.006,2.203
140,0.007,0.,0.007,2.69,0.002,2.685
150,0.007,0.,0.007,3.182,0.001,3.18
160,0.008,0.,0.008,3.712,0.,3.711
170,0.008,0.,0.008,4.373,0.001,4.37
180,0.008,0.,0.008,5.116,0.,5.116
190,0.009,0.,0.009,6.01,0.001,6.008
200,0.01,0.,0.01,6.796,0.002,6.792
210,0.01,0.,0.01,7.672,0.001,7.67
220,0.01,0.,0.01,8.694,0.001,8.691
230,0.011,0.,0.011,9.917,0.002,9.912
240,0.011,0.,0.011,11.268,0.001,11.266
250,0.012,0.,0.012,12.477,0.,12.475
260,0.013,0.,0.013,13.499,0.001,13.497
270,0.013,0.,0.013,15.111,0.005,15.103
280,0.013,0.,0.013,16.765,0.013,16.748
290,0.014,0.,0.014,18.473,0.001,18.47
300,0.015,0.,0.015,20.286,0.,20.284
350,0.018,0.,0.018,31.513,0.009,31.499
400,0.019,0.,0.019,45.23,0.009,45.213
450,0.022,0.,0.022,63.36,0.016,63.337
500,0.033,0.,0.033,85.925,0.032,85.882
