param-n,abstract-regression-quadratic-real,abstract-regression-quadratic-sys,abstract-regression-quadratic-user,close-abstract-regression-quadratic-real,close-abstract-regression-quadratic-sys,close-abstract-regression-quadratic-user,ssr-rewrite!-regression-quadratic-real,ssr-rewrite!-regression-quadratic-sys,ssr-rewrite!-regression-quadratic-user,ssr-rewrite?-noop-regression-linear-real,ssr-rewrite?-noop-regression-linear-sys,ssr-rewrite?-noop-regression-linear-user
98,0.084,0.,0.084,0.038,0.,0.038,0.045,0.,0.045,0.,0.,0.
99,0.084,0.,0.083,0.039,0.,0.038,0.044,0.,0.044,0.,0.,0.
100,0.138,0.008,0.13,0.056,0.,0.056,0.08,0.007,0.072,0.,0.,0.
110,0.11,0.001,0.108,0.053,0.001,0.051,0.056,0.,0.056,0.,0.,0.
120,0.127,0.001,0.126,0.059,0.,0.059,0.066,0.,0.066,0.,0.,0.
130,0.155,0.,0.155,0.07,0.,0.07,0.084,0.,0.084,0.,0.,0.
140,0.183,0.,0.182,0.086,0.,0.085,0.096,0.,0.096,0.,0.,0.
150,0.194,0.,0.193,0.093,0.,0.093,0.1,0.,0.099,0.,0.,0.
160,0.211,0.002,0.208,0.09,0.,0.09,0.119,0.002,0.116,0.,0.,0.
170,0.237,0.001,0.236,0.108,0.,0.107,0.127,0.,0.127,0.,0.,0.
180,0.272,0.,0.271,0.116,0.,0.116,0.155,0.,0.154,0.,0.,0.
190,0.306,0.,0.306,0.143,0.,0.143,0.162,0.,0.162,0.,0.,0.
200,0.424,0.002,0.421,0.151,0.002,0.149,0.272,0.,0.271,0.,0.,0.
210,0.391,0.002,0.388,0.185,0.001,0.183,0.204,0.,0.203,0.,0.,0.
220,0.425,0.002,0.422,0.193,0.002,0.19,0.231,0.,0.231,0.,0.,0.
230,0.423,0.,0.422,0.192,0.,0.191,0.23,0.,0.23,0.,0.,0.
240,0.483,0.,0.483,0.208,0.,0.208,0.273,0.,0.273,0.,0.,0.
250,0.629,0.,0.627,0.27,0.,0.269,0.357,0.,0.357,0.,0.,0.
260,0.59,0.,0.589,0.276,0.,0.275,0.313,0.,0.313,0.,0.,0.
270,0.62,0.,0.62,0.271,0.,0.271,0.347,0.,0.347,0.,0.,0.
280,0.642,0.,0.641,0.286,0.,0.285,0.354,0.,0.354,0.,0.,0.
290,0.725,0.,0.725,0.335,0.,0.335,0.388,0.,0.388,0.,0.,0.
300,0.814,0.003,0.811,0.336,0.002,0.333,0.476,0.,0.476,0.,0.,0.
310,0.779,0.,0.778,0.345,0.,0.344,0.433,0.,0.433,0.,0.,0.
320,0.829,0.001,0.827,0.369,0.,0.369,0.458,0.001,0.456,0.,0.,0.
330,0.935,0.,0.935,0.418,0.,0.418,0.516,0.,0.516,0.,0.,0.
340,0.938,0.,0.938,0.422,0.,0.422,0.514,0.,0.514,0.,0.,0.
350,0.973,0.003,0.969,0.447,0.002,0.444,0.525,0.,0.524,0.,0.,0.
360,1.108,0.001,1.106,0.498,0.,0.498,0.608,0.,0.607,0.,0.,0.
370,1.117,0.,1.117,0.503,0.,0.503,0.612,0.,0.612,0.,0.,0.
380,1.207,0.001,1.205,0.536,0.001,0.534,0.669,0.,0.669,0.,0.,0.
390,1.24,0.001,1.239,0.561,0.001,0.56,0.677,0.,0.677,0.,0.,0.
400,1.332,0.003,1.328,0.587,0.001,0.585,0.743,0.001,0.741,0.,0.,0.
