param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-native-compute-compilation-real,native-compute(1)-native-compute-conversion-to-native-code-real,native-compute(1)-native-compute-evaluation-real,native-compute(1)-native-compute-reification-real,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-native-compute-compilation-real,native-compute(2)-native-compute-conversion-to-native-code-real,native-compute(2)-native-compute-evaluation-real,native-compute(2)-native-compute-reification-real,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
18361,,,,,,,,,,0.10954,0.00022,0.81795,0.01293,0.94,0.015,0.819,0.10952,0.00024,0.81520,0.01300,0.938,0.004,0.828,,,,,,
18908,,,,,,,,,,0.11871,0.00024,0.86344,0.01344,0.996,0.003,0.878,0.11406,0.00026,0.88309,0.01401,1.011,0.011,0.89,,,,,,
20069,,,,,,,,,,,,,,,,,,,,,,,,,,,5.687,0.,5.687
20089,,,,,,,,,,0.11395,0.00024,0.97196,0.01471,1.101,0.007,0.984,0.11707,0.00026,0.98178,0.01378,1.113,0.004,0.997,,,,,,
21271,,,,,,,,,,0.11775,0.00025,1.09730,0.02129,1.236,0.008,1.116,0.11988,0.00027,1.10721,0.01530,1.242,0.011,1.116,,,,,,
22452,,,,,,,,,,0.11188,0.00025,1.21306,0.02620,1.351,0.003,1.24,0.11098,0.00026,1.21910,0.01604,1.346,0.015,1.224,,,,,,
22578,,,,,,,,,,,,,,,,,,,,,,,,,,,7.072,0.,7.07
23634,,,,,,,,,,0.11445,0.00024,1.31099,0.01616,1.442,0.004,1.328,0.11187,0.00026,1.41395,0.02166,1.547,0.008,1.433,,,,,,
25086,,,,,,,,,,,,,,,,,,,,,,,,,,,8.746,0.,8.745
28361,,,,,,,,,,0.11200,0.00024,2.04143,0.02291,2.176,0.012,2.057,0.11208,0.00026,1.96581,0.02769,2.106,0.004,1.994,,,,,,
33087,,,,,,,,,,0.11355,0.00024,2.68765,0.02371,2.825,0.008,2.708,0.11187,0.00026,2.73202,0.02739,2.871,0.008,2.756,,,,,,
37814,,,,,,,,,,0.11242,0.00025,3.50771,0.02601,3.646,0.007,3.531,0.11260,0.00026,3.48459,0.02564,3.623,0.004,3.511,,,,,,
42540,,,,,,,,,,0.11204,0.00024,4.48915,0.03481,4.636,0.012,4.517,0.11254,0.00026,4.54170,0.02900,4.683,0.008,4.568,,,,,,
47267,,,,,,,,,,0.11322,0.00025,6.43159,0.03269,6.577,0.015,6.453,0.11910,0.00027,5.43622,0.03408,5.589,0.012,5.464,,,,,,
